[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
[[2.2857142857142856, 1.2857142857142858], [3.8333333333333335, 7.0], [9.142857142857142, 3.7142857142857144]]
